,text
8501,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8502,"RT @uscgmidatlantic: Hurricane Florence Operations Update: Yesterday, our @USCG Air Station Elizabeth City flight crews supported the rescues of 57 hurricane survivors and 8 pets. #HurricaneFlorence #HurricaneFlorence2018 https://t.co/IcbAS06mfW https://t.co/i7sPsrGmC8"
8503,RT @iimefinfogroup: More photos #HurricaneFlorence #HurricaneFlorence2018 #CarolinaStrong https://t.co/H6SkUltoPx
8504,RT @merijoe5139: CNN and the weather channel team up to do some cracker jack hurricane reportin #HurricaneFlorence2018 @LANURSE1 @MarkDice https://t.co/rlPLha3MY8
8505,#HurricaneFlorence2018 So the Republican representative who lambasted the MSM accusing them of exaggeration on twitter is looking pretty dumb now ..
8506,What you can do to help #victims of #HurricaneFlorence2018 An all day telethon with @RedCross Live coverage on @MyNBC5 https://t.co/gUmHdCO1Sx
8507,"RT @MilkPaws: Pupsters! We use #essentialoils &amp; believe they are so impawtant fur animals &amp; hoomans! @kekimassage is going to #donate 25 bones to us fur each kit sold in Oct AND we will use 50% fur #HurricaneFlorence2018 #AnimalRescue efforts! 

#chanews #savealife #fundraiser #dogsarefamily https://t.co/BWp3taZ3kq"
8508,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8509,"RT @AndyOz2: Breaking News: August 1908
110 years before
#HurricaneFlorence2018 both states had massive floods. https://t.co/bpgzG8xEF8"
8510,RT @SBRCelebrityArt: What I do in #HurricaneFlorence2018 🤣🤘🏻 @scorpions #rockyoulikeahurricane @Playboy @PlayboyClubNYC @Porsche 💙💨🌊 https://t.co/O1s6vYjZTR
8511,"RT @Steve_Zowietje: Did FOX counted the bugs flying into the light too?  (There is aprox. 325,7 million people in the whole US) #FakeWeather #FakeNewsEverywhere #FakeNewsMedia #fakenewsalert #fakenews #fakenewsfox @CNN #florence #HurricaneFlorence #HurricaneFlorence2018 #HurricaneFlorerence https://t.co/bnBs86923H"
8512,#HurricaneFlorence2018 #openhearts #florencehurricane #FlorenceNC
8513,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8514,RT @DavisABC11: NOW: Nearly 1000 people have been displaced from #HurricaneFlorence2018 throughout Cumberland County and @mannachurch has opened its doors to help. They are providing food and more. #abc11 #NCWX https://t.co/yyEjpN9q36
8515,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8516,RT @DavisABC11: NOW: Nearly 1000 people have been displaced from #HurricaneFlorence2018 throughout Cumberland County and @mannachurch has opened its doors to help. They are providing food and more. #abc11 #NCWX https://t.co/yyEjpN9q36
8517,"Have pets and need to evacuate? 
The NC official shelter list details pet friendly locations. 
TAKE YOUR PETS WITH YOU. 
Do not leave them behind. 
https://t.co/4ejrCTan9Q

#PetRescue #FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence https://t.co/4A5wPWscv9"
8518,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8519,"Breaking News: August 1908
110 years before
#HurricaneFlorence2018 both states had massive floods. https://t.co/bpgzG8xEF8"
8520,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8521,"RT @OliverMcGee: Retweet if you think @WashingtonPost is WRONG Hitting @POTUS for Weather!

#HurricaneFlorence2018 is an Act of God &amp; Nature NOT Our @WhiteHouse &amp; @realDonaldTrump 🇺🇸!

This is #TrumpDerangement on #ClimateChange with a bit of  #Katrina Politicizing #TrumpDerangementSyndrome! 👇 https://t.co/cokCNiNyuw"
8522,"Bring back the #car that turns into a #boat when #hurricanes hit they are able to float, navigate out of water so people don’t drown,and at least have a chance to get to higher ground. #HurricaneFlorence2018 #hurricanes #flooding #carboats #NorthCarolina #SouthCarolina #Fema"
8523,"RT @mst3kmotivation: East Coast MSTies, please check in when you can to let us all know that you’re ok or if you need help!
#MST3K #MST3KMotivation #MST3KCares #HurricanceFlorence #HurricaneFlorence2018 https://t.co/bMM2T86JHf"
8524,"In a flood area &amp; must evacuate but have pets TAKE THEM W YOU if you can &amp; if you can't DO NOT TIE THEM UP! 

Leave access to your roof open along w food/water in the highest dry place. Give them a chance. 
#FlorenceNC #PetRescue #HurricaneFlorence #HurricaneFlorence2018 #SOS https://t.co/LBycFtyVba"
8525,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8526,@SteveLetarte Hope all is well for you &amp; others returning home to NC &amp; SC #HurricaneFlorence2018
8527,Loving the sound of all this rain #HurricaneFlorence2018
8528,"RT @Catvibes1234: #HurricaneFlorence #thoughts #HurricaneFlorence2018 

Who washes their car in a hurricane? https://t.co/vWTTTQAXvG"
8529,"RT @Viachain: VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken #killshot #HurricaneFlorence2018 #WalangPasok #Cryptocurrency"
8530,"My 1st thought is to ask, ‘wut kind of jerk off...’, but, WE KNOW WUT KIND OF JERK OFF, don’t we?!!!
If you don’t plan to stay with your pets til the dire end, how about don’t hav’em at all!!!
🇺🇸🙏🏻🇺🇸
#HurricaneFlorence2018 
#FlorencePets https://t.co/aRPnroo9CF"
8531,@Lovesac my wife came home to North Carolina after a 16 hour round trip car ride (to avoid the worst of #HurricaneFlorence2018) only to find this ridiculous site completely blocking the entrance to our house. #wtf #thisisnotcool https://t.co/jX8TwGdMpU
8532,#TeamEmmmmsie #BNN #SupportSmallStreamers #hype #grind #party #VapeFam #allthelove #Florence #HurricaneFlorence #HurricaneFlorence2018 #help #handup #heartout
8533,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8534,"#TifonMangkhut 
#HurricaneFlorence2018 
Un autentico destrozo 😓 por ambas partes, Muchas fuerzas."
8535,"How Hurricane Florence Could Affect Wildlife https://t.co/utHEJkWz6A via @NatGeo
#borneoexperiences #animalsindanger #HurricaneFlorence2018 #wildlife #bees #stormdsamage https://t.co/9t5I6fvXRl"
8536,"RT @schachin: In a flood area? Here is a list of the rivers and expected flood levels. 
https://t.co/BifZw5YLP4

Stay alert. Be safe. 
This won't get better for a few days. 

#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence https://t.co/d8uoQR7SMR"
8537,"RT @Catvibes1234: #HurricaneFlorence #thoughts #HurricaneFlorence2018 

Who washes their car in a hurricane? https://t.co/vWTTTQAXvG"
8538,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8539,"RT @schachin: Know the difference between a flash flood WARNING &amp; flash flood EMERGENCY. 

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCWX #CLTWX #Florence #NeedRescue #NCFlooding #NCStrong https://t.co/bEAdWj7QfR"
8540,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8541,"RT @schachin: If you CANNOT reach 911 &amp; NEED RESCUE, BUT CAN WAIT UNTIL MORNING fill out this form https://t.co/axzm1prCFR &amp; Tweet @CS_Rescue 

Civilian Rescuers will go out in the am. 

#SOS #NeedRescue
#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #Florence"
8542,"Can you help with on the ground rescues in #NC? 

Fill out this form https://t.co/tanD2UuytN someone from @CS_rescue will get back to you in the morning. 

Boats &amp; High Water Vehicles NEEDED!

#FlorenceNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence"
8543,"RT @schachin: In a flood area? Here is a list of the rivers and expected flood levels. 
https://t.co/BifZw5YLP4

Stay alert. Be safe. 
This won't get better for a few days. 

#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence https://t.co/d8uoQR7SMR"
8544,"RT @schachin: In a flood area? Here is a list of the rivers and expected flood levels. 
https://t.co/BifZw5YLP4

Stay alert. Be safe. 
This won't get better for a few days. 

#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence https://t.co/d8uoQR7SMR"
8545,"RT @schachin: In a flood area? Here is a list of the rivers and expected flood levels. 
https://t.co/BifZw5YLP4

Stay alert. Be safe. 
This won't get better for a few days. 

#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence https://t.co/d8uoQR7SMR"
8546,"RT @_andrewcarter: Not sure people who aren’t here have any idea how bad it is in the Morehead City area. In fact, I’m certain of it. Conditions are still terrible. Our photographer just returned from a drive around Atlantic Beach and described scene as “sketchy as f- - -.” #HurricaneFlorence2018"
8547,"RT @_andrewcarter: So this is weird but the crew maneuvered to the address they were given, and ... no family in an attic. And, no flood on that street, either. Strangely, we’re told that there’s been a number of bogus calls coming in for rescues. #HurricaneFlorence2018"
8548,"In a flood area? Here is a list of the rivers and expected flood levels. 
https://t.co/BifZw5YLP4

Stay alert. Be safe. 
This won't get better for a few days. 

#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #SOS #Florence https://t.co/d8uoQR7SMR"
8549,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8550,"it’s so eerie and quiet rn, few cars on the road. heard Cotton Fire Department saying /something/ on intercom but couldn’t make out what(?). #HurricaneFlorence2018"
8551,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8552,"RT @schachin: If you CANNOT reach 911 &amp; NEED RESCUE, BUT CAN WAIT UNTIL MORNING fill out this form https://t.co/axzm1prCFR &amp; Tweet @CS_Rescue 

Civilian Rescuers will go out in the am. 

#SOS #NeedRescue
#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #Florence"
8553,RT @IamDavidVaughan: Turkey point road in Pender county #HurricaneFlorence2018 #Hurricane #Florence #pendercounty #ncwx @wraltraffic https://t.co/OsMg2aBI4f
8554,"RT @_andrewcarter: Incredible scene here now outside of Kinston, where several people are rescuing dogs from a flooded kennel. Really powerful, emotional scene. #HurricaneFlorence2018 https://t.co/sWlytrNsmQ"
8555,"RT @_andrewcarter: This little guy was trapped under the stairs in a house, I’m told, in standing water. He’s been shivering but seems to be doing better now that he has a towel. #HurricaneFlorence2018 https://t.co/vzndu3XA1M"
8556,"RT @_andrewcarter: Seeing these poor dogs, cold and wet, scared, some shaking, is a sight powerful enough to bring you to tears. Some of them seem thrilled at the sight of people. These two, especially. #HurricaneFlorence2018. https://t.co/lubUbNorZD"
8557,so those who live underneath me may be flooded by the morning #HurricaneFlorence2018
8558,"RT @_andrewcarter: We were hoping to make it Jacksonville, where they’re dealing with immense flooding, but that was pretty much impossible from points west. All roads eventually flooded. Starting to get dicey in Kinston in regards to flooding, too. #HurricaneFlorence2018"
8559,"RT @schachin: Are you a rescuer coming to NC &amp; need a place to stay? 
@AirBnB is offering a FREE STAY to all rescuers (&amp; evacuees) 
https://t.co/G98FOg6iNP

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCFlooding #NeedRescue #Lumberton #NewBern #NCStrong #FlorenceNC #Florence"
8560,RT @DWilsonABC11: Here is a look at @UNCWilmington after #HurricaneFlorence2018.  #ABC11 https://t.co/MOkO75MuLI
8561,"RT @DoMyrtleRight: Gloomy and windy at the beach durning the hurricane. 
#HurricaneFlorence2018 #HurricaneFlorence #weatherchannel #MyrtleBeach #southcarolina https://t.co/HEUT0v6vjG"
8562,"RT @schachin: Does anyone have a complete list of up-to-date shelter information for the Lumberton &amp; surrounding areas? Please send a link. 

#SOS #NeedRescue #HurricaneFlorence2018 #HurricaneFlorence #Lumberton"
8563,"RT @donod747: #HurricaneFlorence is a catastrophe.  Lots of needs for #resources for those affected: medical, food, clean water, blankets,........  #HurricaneFlorence2018 #SaveLife #wastemanagement #Carolina https://t.co/YrcIqrjW6O"
8564,RT @_andrewcarter: I’ll never forget what I saw today in Kinston for as long as I live — people rescuing dogs down a flooded country road south of town. It was hard not to be emotional. Here’s hoping this guy is OK tonight. #HurricaneFlorence2018 https://t.co/TzpB14X05b
8565,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8566,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8567,"RT @schachin: In #NCFlooding &amp; need a shelter? 
Here is the official state list of open shelters. 
ADA compliance is listed along with if they allow pets. 

https://t.co/4ejrCTan9Q

#HurricaneFlorence #HurricaneFlorence2018 #SOS #NeedRescue #Shelters #NC #Florence #Lumberton #NewBern"
8568,"RT @schachin: Are you a rescuer coming to NC &amp; need a place to stay? 
@AirBnB is offering a FREE STAY to all rescuers (&amp; evacuees) 
https://t.co/G98FOg6iNP

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCFlooding #NeedRescue #Lumberton #NewBern #NCStrong #FlorenceNC #Florence"
8569,"RT @IN_Task_Force_1: This fella almost required his own boat last evening. He was happy to be high and dry courtesy of Indiana Task Force 1, New Hanover Fire and the North Carolina National Guard. 👍🐕 #HurricaneFlorence2018 #FEMA @nhcpffa @NewHanoverCo https://t.co/pPXwkFgrOB"
8570,RT @IN_Task_Force_1: INTF-1 clearing a 3/4 mile gravel road to allow a tanker to access and refill the county’s backup generator for their communications system. #hurricaneflorence2018 https://t.co/DKhtq143JK
8571,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8572,"RT @_andrewcarter: A woman (pictured) tells me that she and her people have brought out about a dozen dogs, with more to come on boats. There were about 18 stuck inside of a house, by themselves. They were heard barking and whimpering. #HurricaneFlorence2018 https://t.co/3L5gg1XtcI"
8573,RT @Thekianagreer: #HurricaneFlorence2018 #HurricanFlorence #Hickory https://t.co/Wxx0f1o1aj
8574,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8575,@ASPCA be outraged criminal to abandon pets- deserve better. #HurricaneFlorence2018 @PetsforPatriots #AdoptionPet @WarriorDogs @PetAdoptNetwork https://t.co/2jaHcLBe6j
8576,"RT @schachin: Are you a rescuer coming to NC &amp; need a place to stay? 
@AirBnB is offering a FREE STAY to all rescuers (&amp; evacuees) 
https://t.co/G98FOg6iNP

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCFlooding #NeedRescue #Lumberton #NewBern #NCStrong #FlorenceNC #Florence"
8577,"If you CANNOT reach 911 &amp; NEED RESCUE, BUT CAN WAIT UNTIL MORNING fill out this form https://t.co/axzm1prCFR &amp; Tweet @CS_Rescue 

Civilian Rescuers will go out in the am. 

#SOS #NeedRescue
#FlorenceNC #LumbertonNC #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #Florence"
8578,"RT @uscgmidatlantic: .@USCG members escort employees of a North Carolina electric utility to a flooded substation to perform maintenance on transformers in Newport, North Carolina. #HurricaneFlorence #HurricaneFlorence2018 #HurricaneFlorenceNC https://t.co/mXboP50U1v"
8579,#HurricaneFlorence2018 #HurricanFlorence #Hickory https://t.co/Wxx0f1o1aj
8580,RT @WorldTravelDiva: #Animal shelter in #HurricaneFlorence’s path warns it may have to euthanize abandoned #pets if it can’t find people to adopt them. #dogs #cats #animals #HurricaneFlorence2018 #NorthCarolina  https://t.co/2X10xna4bI
8581,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8582,"RT @zsc4297: My American neighbours, we need to help the people who were affected by this hurricane! If you feel you cannot provide help yourself, at least encourage others to help. Praying for people in need only does good if it is sincere. #HurricaneFlorence2018 #helpthepeople https://t.co/d5gho2leoh"
8583,"RT @WeSupport45: Liberals are screaming that these pictures of @andersoncooper of @CNN are 10 years old &amp; not of #HurricaneFlorence2018 coverage which just proves that they have been creating #FakeNews for at least 10 Years!
#RETWEET
Join https://t.co/ZbnntViW4T
#SundayMorning
#CNNSOTU https://t.co/buiEJFwB8y"
8584,RT @IamDavidVaughan: Turkey point road in Pender county #HurricaneFlorence2018 #Hurricane #Florence #pendercounty #ncwx @wraltraffic https://t.co/OsMg2aBI4f
8585,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8586,"RT @WeSupport45: Anderson Cooper of CNN in a ditch pretending to be in waist deep water
#CnnIsSoFake
They can’t help themselves.
Help us expose @AndersonCooper &amp; @CNN as #FakeNews with a #RETWEET
Shameful #HurricaneFlorence2018 propaganda to attack @realDonaldTrump 
Join https://t.co/ZbnntViW4T https://t.co/2JPOAxv6s8"
8587,"RT @_andrewcarter: This little guy was trapped under the stairs in a house, I’m told, in standing water. He’s been shivering but seems to be doing better now that he has a towel. #HurricaneFlorence2018 https://t.co/vzndu3XA1M"
8588,"Know the difference between a flash flood WARNING &amp; flash flood EMERGENCY. 

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCWX #CLTWX #Florence #NeedRescue #NCFlooding #NCStrong https://t.co/bEAdWj7QfR"
8589,"RT @lipstickkillerz: #HurricaneFlorence #HurricaneFlorence2018 #TyphoonMangkhut have four legged victims too,please help if you can In #NYC 11 #cats will be killed today, some have medical issues,they'll get better. Some have behavioral issues,they'll adjust in time Visit them @NYCDEATHROWCATS #Adopt"
8590,"In a flood area? Stay alert. Flooding will get worse over the next couple of days. 

Get to safety if needed &amp; you can do so safely. 
Here is the official list of NC shelters. 
https://t.co/4ejrCTan9Q

#SOS #NCFlooding #HurricaneFlorence #HurricaneFlorence2018 #NeedRescue https://t.co/4lD9Ax0hCo"
8591,RT @iimefinfogroup: More photos #HurricaneFlorence #HurricaneFlorence2018 #CarolinaStrong https://t.co/H6SkUltoPx
8592,RT @mrswooddell: 2nd tornado warning and stop to the game broadcast.  Switched to battery #2. Such a great game @dallascowboys @CowboysNation  #CowboysNation  way to go!! 🏈❤️🏈#HurricaneFlorence2018 https://t.co/OjvPb42nre
8593,"RT @Catvibes1234: #HurricaneFlorence #thoughts #HurricaneFlorence2018 

Who washes their car in a hurricane? https://t.co/vWTTTQAXvG"
8594,RT @DWilsonABC11: Here is a look at @UNCWilmington after #HurricaneFlorence2018.  #ABC11 https://t.co/MOkO75MuLI
8595,"RT @_andrewcarter: Many of you have seen the photo. Now here’s the story of a man and the kitten who clung to him, awaiting rescue from the floodwaters of Hurricane Florence in New Bern. #HurricaneFlorence2018 https://t.co/X8SqSvsyOm"
8596,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8597,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8598,RT @j3_mitchell3: #HurricaneFlorence2018 already going crazy in Myrtle Beach smh https://t.co/7IxRoAOLXB
8599,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8600,"How is it possible to leave #dogs #caged in the middle of #HurricaneFlorence2018 ! Give them a fighting chance, at least, if you are not taking them with you! Thank you 🙏🏻 rescuers!! https://t.co/Lm0mPfMxJu"
8601,"I love rain but I'm thinkin bout the people affected by the hurricane around me stay safe, stay strong and be optimistic. #staystrong #HurricaneFlorence #HurricaneFlorence2018"
8602,It has literally rained for 48 hours nonstop at my house. 😒🌧☔️ #HurricaneFlorence2018 #FlorenceNC https://t.co/2eeylEx5zM
8603,"RT @jmcappiello: If this doesn’t make you sick to your stomach, consider this: While factory farmers flee #HurricaneFlorence2018 with their companion animals, thousands of farmed animals will most likely drown in cages and crates unable to escape rushing floodwaters. https://t.co/LPdaVFQmEh"
8604,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8605,Power is out here last tweet 4 now hope it comes back on soon #HurricaneFlorence2018
8606,"RT @_andrewcarter: Many of you have seen the photo. Now here’s the story of a man and the kitten who clung to him, awaiting rescue from the floodwaters of Hurricane Florence in New Bern. #HurricaneFlorence2018 https://t.co/X8SqSvsyOm"
8607,"RT @schachin: Are you a rescuer coming to NC &amp; need a place to stay? 
@AirBnB is offering a FREE STAY to all rescuers (&amp; evacuees) 
https://t.co/G98FOg6iNP

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCFlooding #NeedRescue #Lumberton #NewBern #NCStrong #FlorenceNC #Florence"
8608,"Are you a rescuer coming to NC &amp; need a place to stay? 
@AirBnB is offering a FREE STAY to all rescuers (&amp; evacuees) 
https://t.co/G98FOg6iNP

#SOS #HurricaneFlorence #HurricaneFlorence2018 #NCFlooding #NeedRescue #Lumberton #NewBern #NCStrong #FlorenceNC #Florence"
8609,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8610,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8611,Dr Sasser is at Wrightsville Beach Brewery today 12-4 to see anyone that needs a doctor.  Supplies are limited. #hurricaneflorence2018 #dpc #familydoctor #cleanwater #familymedicine… https://t.co/zkkpHUx6PV
8612,"RT @MrQuantumPhysic: Hurricane Florence vs Florida Man

#HurricanFlorence #HurricaneFlorence2018 #FlorenceHurricane2018 #HurricanceFlorence https://t.co/odvABnipxY"
8613,RT @IN_Task_Force_1: INTF-1 clearing a 3/4 mile gravel road to allow a tanker to access and refill the county’s backup generator for their communications system. #hurricaneflorence2018 https://t.co/DKhtq143JK
8614,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8615,"Need temporary housing because you left/are leaving a storm area @AirBnB has FREE STAYS for evacuees. 

Just go the site. 
https://t.co/G98FOg6iNP

Also the link if you have AirBnB housing to offer.
#AirBnB #SOS #HurricaneFlorence #HurricaneFlorence2018 #FlorenceNC #FlorencePets"
8616,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8617,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8618,"Gloomy and windy at the beach durning the hurricane. 
#HurricaneFlorence2018 #HurricaneFlorence #weatherchannel #MyrtleBeach #southcarolina https://t.co/HEUT0v6vjG"
8619,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8620,Day 2 of Deployment #HurricaneFlorence2018 #ASTmission @justjpo @jspotter87 @CaldwellCoES https://t.co/a1pBGp9VST
8621,"RT @mikandynothem: The @washingtonpost is seriously claiming @realDonaldTrump is ""complicit"" for #HurricaneFlorence2018. 
You just can't make this stuff up. These #FakeNewsMedia outlets are completely unhinged.
@RealJamesWoods #FoxNews
#MAGA #tcot #ThursdayThoughts
#MAGARallyRules #Cities4Climate https://t.co/1nhnIiami1"
8622,"RT @_andrewcarter: Many of you have seen the photo. Now here’s the story of a man and the kitten who clung to him, awaiting rescue from the floodwaters of Hurricane Florence in New Bern. #HurricaneFlorence2018 https://t.co/X8SqSvsyOm"
8623,"RT @schachin: In #NCFlooding &amp; need a shelter? 
Here is the official state list of open shelters. 
ADA compliance is listed along with if they allow pets. 

https://t.co/4ejrCTan9Q

#HurricaneFlorence #HurricaneFlorence2018 #SOS #NeedRescue #Shelters #NC #Florence #Lumberton #NewBern"
